Mois,Business_Unit_Code,Business_Unit,Centre_Cout_Code,Centre_Cout,Nature_Depense,Budget_EUR,Reel_EUR
2025-10,BU03,Energie,CC3002,Maintenance,Déplacements,4661.62,4660.46
2025-10,BU03,Energie,CC3002,Maintenance,Énergie,5349.78,4677.07
2025-10,BU03,Energie,CC3003,Finance,Logiciels,5537.06,5656.24
2025-10,BU03,Energie,CC3003,Finance,Prestations externes,8569.82,9628.46
2025-10,BU03,Energie,CC3003,Finance,Salaires,18153.59,16920.52
2025-10,BU03,Energie,CC3003,Finance,Matériel,7842.01,8494.75
2025-10,BU03,Energie,CC3003,Finance,Déplacements,2975.79,2694.02
2025-10,BU03,Energie,CC3003,Finance,Énergie,4632.02,5062.85
2025-10,BU04,Infrastructures,CC4001,IT,Logiciels,7463.84,7513.31
2025-10,BU04,Infrastructures,CC4001,IT,Prestations externes,11308.52,12618.85
2025-10,BU04,Infrastructures,CC4001,IT,Salaires,19821.83,22528.09
2025-10,BU04,Infrastructures,CC4001,IT,Matériel,6114.53,5423.18
2025-10,BU04,Infrastructures,CC4001,IT,Déplacements,3191.47,2772.88
2025-10,BU04,Infrastructures,CC4001,IT,Énergie,6412.21,7432.26
2025-10,BU04,Infrastructures,CC4002,Maintenance,Logiciels,5028.44,4476.8
2025-10,BU04,Infrastructures,CC4002,Maintenance,Prestations externes,9191.87,10645.83
2025-10,BU04,Infrastructures,CC4002,Maintenance,Salaires,16914.49,17208.59
2025-10,BU04,Infrastructures,CC4002,Maintenance,Matériel,5424.61,4876.47
2025-10,BU04,Infrastructures,CC4002,Maintenance,Déplacements,4696.92,5488.3
2025-10,BU04,Infrastructures,CC4002,Maintenance,Énergie,150000.0,165500.0
2025-10,BU04,Infrastructures,CC4003,Finance,Logiciels,7367.57,8372.6
2025-10,BU04,Infrastructures,CC4003,Finance,Prestations externes,9205.6,9391.06
2025-10,BU04,Infrastructures,CC4003,Finance,Salaires,18779.54,20095.34
2025-10,BU04,Infrastructures,CC4003,Finance,Matériel,5836.54,5018.79
2025-10,BU04,Infrastructures,CC4003,Finance,Déplacements,3271.65,3541.71
2025-10,BU04,Infrastructures,CC4003,Finance,Énergie,5226.67,5604.21
2025-11,BU01,Construction France,CC1001,IT,Logiciels,8657.66,7627.29
2025-11,BU01,Construction France,CC1001,IT,Prestations externes,10382.05,10345.07
2025-11,BU01,Construction France,CC1001,IT,Salaires,22875.94,20781.86
2025-11,BU01,Construction France,CC1001,IT,Matériel,8159.03,9191.78
2025-11,BU01,Construction France,CC1001,IT,Déplacements,4608.69,4956.52
2025-11,BU01,Construction France,CC1001,IT,Énergie,6289.83,6628.79
2025-11,BU01,Construction France,CC1002,Ressources Humaines,Logiciels,8263.73,8580.24
2025-11,BU01,Construction France,CC1002,Ressources Humaines,Prestations externes,6914.09,8001.08
2025-11,BU01,Construction France,CC1002,Ressources Humaines,Salaires,20946.89,22481.24
2025-11,BU01,Construction France,CC1002,Ressources Humaines,Matériel,6155.84,6570.94
2025-11,BU01,Construction France,CC1002,Ressources Humaines,Déplacements,3452.12,3676.18
2025-11,BU01,Construction France,CC1002,Ressources Humaines,Énergie,4883.73,5211.38
2025-11,BU01,Construction France,CC1003,Finance,Logiciels,8772.71,7596.38
2025-11,BU01,Construction France,CC1003,Finance,Prestations externes,12026.74,11837.68
2025-11,BU01,Construction France,CC1003,Finance,Salaires,22904.14,25382.07
2025-11,BU01,Construction France,CC1003,Finance,Matériel,7631.47,8346.45
2025-11,BU01,Construction France,CC1003,Finance,Déplacements,4469.88,4395.53
2025-11,BU01,Construction France,CC1003,Finance,Énergie,5677.32,6076.47
2025-11,BU02,Construction UK,CC2001,IT,Logiciels,8025.6,8840.63
2025-11,BU02,Construction UK,CC2001,IT,Prestations externes,11058.19,10989.0
2025-11,BU02,Construction UK,CC2001,IT,Salaires,22332.61,19868.63
2025-11,BU02,Construction UK,CC2001,IT,Matériel,7536.85,6420.65
2025-11,BU02,Construction UK,CC2001,IT,Déplacements,3306.63,3210.51
2025-11,BU02,Construction UK,CC2001,IT,Énergie,5926.22,6397.38
2025-11,BU02,Construction UK,CC2002,Ressources Humaines,Logiciels,6390.38,6378.04
2025-11,BU02,Construction UK,CC2002,Ressources Humaines,Prestations externes,8032.74,7817.24
2025-11,BU02,Construction UK,CC2002,Ressources Humaines,Salaires,15954.51,13946.71
2025-11,BU02,Construction UK,CC2002,Ressources Humaines,Matériel,7784.48,8333.37
2025-11,BU02,Construction UK,CC2002,Ressources Humaines,Déplacements,3925.93,3937.52
2025-11,BU02,Construction UK,CC2002,Ressources Humaines,Énergie,5867.23,6658.72
2025-11,BU02,Construction UK,CC2003,Finance,Logiciels,6899.42,6955.51
2025-11,BU02,Construction UK,CC2003,Finance,Prestations externes,6888.47,6630.92
2025-11,BU02,Construction UK,CC2003,Finance,Salaires,17606.11,17282.36
2025-11,BU02,Construction UK,CC2003,Finance,Matériel,7686.72,7887.26
2025-11,BU02,Construction UK,CC2003,Finance,Déplacements,3901.6,4301.17
2025-11,BU02,Construction UK,CC2003,Finance,Énergie,7426.75,8072.73
2025-11,BU03,Energie,CC3001,IT,Logiciels,8601.54,7363.06
2025-11,BU03,Energie,CC3001,IT,Prestations externes,7807.2,6655.61
2025-11,BU03,Energie,CC3001,IT,Salaires,20492.73,23491.84
2025-11,BU03,Energie,CC3001,IT,Matériel,6272.63,7250.66
2025-11,BU03,Energie,CC3001,IT,Déplacements,2751.56,3187.31
2025-11,BU03,Energie,CC3001,IT,Énergie,5765.84,5093.94
2025-11,BU03,Energie,CC3002,Maintenance,Logiciels,6769.9,6328.07
2025-11,BU03,Energie,CC3002,Maintenance,Prestations externes,8288.31,7885.55
2025-11,BU03,Energie,CC3002,Maintenance,Salaires,22172.68,22791.81
2025-11,BU03,Energie,CC3002,Maintenance,Matériel,6557.49,6894.61
2025-11,BU03,Energie,CC3002,Maintenance,Déplacements,4128.92,3881.04
2025-11,BU03,Energie,CC3002,Maintenance,Énergie,5988.78,5331.34
2025-11,BU03,Energie,CC3003,Finance,Logiciels,5581.48,5998.8
2025-11,BU03,Energie,CC3003,Finance,Prestations externes,7729.77,7909.9
2025-11,BU03,Energie,CC3003,Finance,Salaires,21157.7,18730.26
2025-11,BU03,Energie,CC3003,Finance,Matériel,7632.71,7134.03
2025-11,BU03,Energie,CC3003,Finance,Déplacements,4647.15,4691.62
2025-11,BU03,Energie,CC3003,Finance,Énergie,7401.57,7635.28
2025-11,BU04,Infrastructures,CC4001,IT,Logiciels,5044.31,5341.62
2025-11,BU04,Infrastructures,CC4001,IT,Prestations externes,11887.58,12464.5
2025-11,BU04,Infrastructures,CC4001,IT,Salaires,22347.24,25515.81
2025-11,BU04,Infrastructures,CC4001,IT,Matériel,6207.94,5711.14
2025-11,BU04,Infrastructures,CC4001,IT,Déplacements,3908.06,3851.94
2025-11,BU04,Infrastructures,CC4001,IT,Énergie,7523.5,8629.51
2025-11,BU04,Infrastructures,CC4002,Maintenance,Logiciels,6253.34,5804.15
2025-11,BU04,Infrastructures,CC4002,Maintenance,Prestations externes,10964.84,10314.47
2025-11,BU04,Infrastructures,CC4002,Maintenance,Salaires,22384.23,22156.67
2025-11,BU04,Infrastructures,CC4002,Maintenance,Matériel,8053.71,7099.56
2025-11,BU04,Infrastructures,CC4002,Maintenance,Déplacements,3935.1,3931.5
2025-11,BU04,Infrastructures,CC4002,Maintenance,Énergie,6611.79,5986.61
2025-11,BU04,Infrastructures,CC4003,Finance,Logiciels,7748.81,8792.75
2025-11,BU04,Infrastructures,CC4003,Finance,Prestations externes,7920.39,6982.51
2025-11,BU04,Infrastructures,CC4003,Finance,Salaires,13755.3,14606.07
2025-11,BU04,Infrastructures,CC4003,Finance,Matériel,7799.79,8036.99
2025-11,BU04,Infrastructures,CC4003,Finance,Déplacements,3112.09,3046.73
2025-11,BU04,Infrastructures,CC4003,Finance,Énergie,6640.11,6732.63
2025-12,BU01,Construction France,CC1001,IT,Logiciels,8727.36,7811.21
2025-12,BU01,Construction France,CC1001,IT,Prestations externes,10503.78,10329.68
2025-12,BU01,Construction France,CC1001,IT,Salaires,18124.56,19697.9
2025-12,BU01,Construction France,CC1001,IT,Matériel,8158.23,9603.17
2025-12,BU01,Construction France,CC1001,IT,Déplacements,2894.63,2559.88
2025-12,BU01,Construction France,CC1001,IT,Énergie,7107.62,7398.09
2025-12,BU01,Construction France,CC1002,Ressources Humaines,Logiciels,5944.23,5208.38
2025-12,BU01,Construction France,CC1002,Ressources Humaines,Prestations externes,7212.55,8258.97
2025-12,BU01,Construction France,CC1002,Ressources Humaines,Salaires,15572.17,14898.09
2025-12,BU01,Construction France,CC1002,Ressources Humaines,Matériel,6201.96,5998.22
2025-12,BU01,Construction France,CC1002,Ressources Humaines,Déplacements,2770.79,2829.78
2025-12,BU01,Construction France,CC1002,Ressources Humaines,Énergie,4743.41,5284.71
2025-12,BU01,Construction France,CC1003,Finance,Logiciels,5786.48,5949.68
2025-12,BU01,Construction France,CC1003,Finance,Prestations externes,11502.43,12247.66
2025-12,BU01,Construction France,CC1003,Finance,Salaires,19255.94,18428.52
2025-12,BU01,Construction France,CC1003,Finance,Matériel,6648.61,7120.2
2025-12,BU01,Construction France,CC1003,Finance,Déplacements,4712.69,5035.07
2025-12,BU01,Construction France,CC1003,Finance,Énergie,6508.02,7101.0
2025-12,BU02,Construction UK,CC2001,IT,Logiciels,6689.3,5818.67
2025-12,BU02,Construction UK,CC2001,IT,Prestations externes,9786.4,11411.11
2025-12,BU02,Construction UK,CC2001,IT,Salaires,15393.27,16589.35
2025-12,BU02,Construction UK,CC2001,IT,Matériel,6093.92,6257.38
2025-12,BU02,Construction UK,CC2001,IT,Déplacements,2828.02,2824.12
2025-12,BU02,Construction UK,CC2001,IT,Énergie,7222.19,6967.23
2025-12,BU02,Construction UK,CC2002,Ressources Humaines,Logiciels,7468.16,8308.31
2025-12,BU02,Construction UK,CC2002,Ressources Humaines,Prestations externes,11756.76,10903.59
2025-12,BU02,Construction UK,CC2002,Ressources Humaines,Salaires,17812.61,16036.65
2025-12,BU02,Construction UK,CC2002,Ressources Humaines,Matériel,9418.43,10886.86
2025-12,BU02,Construction UK,CC2002,Ressources Humaines,Déplacements,3758.91,4239.57
2025-12,BU02,Construction UK,CC2002,Ressources Humaines,Énergie,6375.45,6731.09
2025-12,BU02,Construction UK,CC2003,Finance,Logiciels,5222.59,5740.87
2025-12,BU02,Construction UK,CC2003,Finance,Prestations externes,7439.65,8351.77
2025-12,BU02,Construction UK,CC2003,Finance,Salaires,21945.9,23786.85
2025-12,BU02,Construction UK,CC2003,Finance,Matériel,5401.87,5131.95
2025-12,BU02,Construction UK,CC2003,Finance,Déplacements,3177.54,3078.54
2025-12,BU02,Construction UK,CC2003,Finance,Énergie,4815.51,5582.12
2025-12,BU03,Energie,CC3001,IT,Logiciels,7034.83,6688.88
2025-12,BU03,Energie,CC3001,IT,Prestations externes,8893.7,8872.15
2025-12,BU03,Energie,CC3001,IT,Salaires,19986.42,20389.63
2025-12,BU03,Energie,CC3001,IT,Matériel,9111.45,9238.99
2025-12,BU03,Energie,CC3001,IT,Déplacements,4708.53,5325.21
2025-12,BU03,Energie,CC3001,IT,Énergie,5250.64,6075.49
2025-12,BU03,Energie,CC3002,Maintenance,Logiciels,5328.83,5967.0
2025-12,BU03,Energie,CC3002,Maintenance,Prestations externes,8805.37,10035.75
2025-12,BU03,Energie,CC3002,Maintenance,Salaires,22875.01,25527.49
2025-12,BU03,Energie,CC3002,Maintenance,Matériel,8568.13,8144.38
2025-12,BU03,Energie,CC3002,Maintenance,Déplacements,2794.93,2747.37
2025-12,BU03,Energie,CC3002,Maintenance,Énergie,5124.69,5531.25
2025-12,BU03,Energie,CC3003,Finance,Logiciels,6224.79,7295.15
2025-12,BU03,Energie,CC3003,Finance,Prestations externes,10211.25,11451.08
2025-12,BU03,Energie,CC3003,Finance,Salaires,14931.27,16939.0
2025-12,BU03,Energie,CC3003,Finance,Matériel,9125.58,9223.5
2025-12,BU03,Energie,CC3003,Finance,Déplacements,3898.13,4297.25
2025-12,BU03,Energie,CC3003,Finance,Énergie,5129.42,5210.7
2025-12,BU04,Infrastructures,CC4001,IT,Logiciels,6429.79,5775.9
2025-12,BU04,Infrastructures,CC4001,IT,Prestations externes,8734.69,7620.99
2025-12,BU04,Infrastructures,CC4001,IT,Salaires,13778.77,12326.55
2025-12,BU04,Infrastructures,CC4001,IT,Matériel,9295.08,9586.44
2025-12,BU04,Infrastructures,CC4001,IT,Déplacements,4653.23,4619.37
2025-12,BU04,Infrastructures,CC4001,IT,Énergie,5622.54,5718.27
2025-12,BU04,Infrastructures,CC4002,Maintenance,Logiciels,6589.1,5830.49
2025-12,BU04,Infrastructures,CC4002,Maintenance,Prestations externes,10210.46,9406.82
2025-12,BU04,Infrastructures,CC4002,Maintenance,Salaires,20191.55,21495.24
2025-12,BU04,Infrastructures,CC4002,Maintenance,Matériel,5888.5,5124.44
2025-12,BU04,Infrastructures,CC4002,Maintenance,Déplacements,4264.6,4271.99
2025-12,BU04,Infrastructures,CC4002,Maintenance,Énergie,4709.39,5549.1
2025-12,BU04,Infrastructures,CC4003,Finance,Logiciels,5100.34,5505.12
2025-12,BU04,Infrastructures,CC4003,Finance,Prestations externes,12061.87,11204.62
2025-12,BU04,Infrastructures,CC4003,Finance,Salaires,15036.29,13383.16
2025-12,BU04,Infrastructures,CC4003,Finance,Matériel,6523.76,5762.73
2025-12,BU04,Infrastructures,CC4003,Finance,Déplacements,4078.54,3550.6
2025-12,BU04,Infrastructures,CC4003,Finance,Énergie,6333.92,7467.12
